Sr_no,Tweets,Retweet_Count
770,LifeSciences &amp; #Healhcare indusries remain early #AI adopers wih ongoing and expanding use cases. Know more\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/3fZC4z0o3w,2
771,INFY - INFOSYS : MID-ERM ARGE OF 1050 Rs. {LLISH} - hps://.co/hhRXjmLPhW,0
772,NFOSYS : MID-ERM ARGE OF 1050 Rs. \\u2026 $INFY hps://.co/AAa6o4pWYG V_radingIdeas,0
773,NFOSYS : MID-ERM ARGE OF 1050 Rs. \\u2026 $INFY hps://.co/3sEKPvk,0
774,now how echnology can enae nework of eams o make he #workplace no jus producive  also purposeful\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/CE0lOqI297,2
775,here are more han one million domain names ha are regisered online per monh. #echFac hps://.co/CElOGsVo,0
776,ow can ravel companies mee growing cusomer demands of personalizaion? Answers here hps://.co/QKZJDy2fj5,3
777,appy Diwali from our eam in India! We hope you all enjoy his special day! #HappyDiwali hps://.co/jCXjFMJ,0
778,afa Is he Only op 100 Player Who Does his... hps://.co/eh465U4CW,0
779,xperience Finacle\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s plaform agnosic #omnichannel liquidiy managemen soluion a SIS| Ask for a demo a\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/kOuseyZiK,1
780, Rafaholics: Rafa Is he Only op 100 Player Who Does his... ,2
781, puepppy: Rafa Is he Only op 100 Player Who Does his... hps://.co/06AY3fncs,2
782, ragikomikkk: Niney-nine players ou of he op 100 have a losing record holding serve in 2017 when falling hind 15/40.\n hps://.c\xc3\xa2\xe2\x82\xac\xc2\xa6,1
783,afa Nadal Is he Only op 100 Player Who Does his... hps://.co/AkKN3jixF,0
784,Amazing day so far a 2020GroupUK can wai for he evening ????,1
785,ha is Linux? hps://.co/NH3IJs0Nm hps://.co/Saf16ZJAF,1
786,ha is Linux? hps://.co/989Kwd5,2
787,No wonder hes on op his season hps://.co/ANwP3kJQR,0
788,iney-nine players ou of he op 100 have a losing record holding serve in 2017 when falling hind 15/40.\n hps://.co/Xu6EC4GNWH,1
789, ainGameennis: One ou of 100.\n\nRafael #Nadal is he only op 100 player in 2017 o achieve his performance nchmark. My analysis h\xc3\xa2\xe2\x82\xac\xc2\xa6,21
790,aa is planing some shi hps://.co/MUv9jzrOr,0
791,"aa jumped over niggas and he\s like 5\6"" ? ...go he hea of a gian don\ you ever forge!!",0
792, SineQhayiya_SQ: aa who cus our lawn hps://.co/aEscieH4N,1
793, snowrryae: 21_ aa we all know has srawrry juice and no coffee hps://.co/7dyD4CHhPZ,246
794,ne person followed me // auomaically checked  hps://.co/96jenl,0
795,he firs live 360 video rial  aa_comm and F1 used #VR o immerse fans across he glo in he #SingaporeGP\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/yqgkYLxwv,0
796, auocarindiamag: he #aa #Nexon is availae in eigh varians wih wo engine opions. We ell you which varian you should go for h\xc3\xa2\xe2\x82\xac\xc2\xa6,4
