Date,Open,High,Low,Close,Adj Close,Volume
2009-01-06,249.5,258.950002,245.566665666667,253.324997,217.177836,3093490
2009-01-07,256,260.799998,243.475001,254.408330333333,218.106587666667,3293766
2009-01-09,256.5,265.266662666667,241.308334333333,258.024999,221.207199,4858800
2009-01-12,255.941665666667,266.599996,242.450002,259.049998,222.085932333333,5138204
2009-01-13,252.708333333333,269.466664666667,246.383336333333,262.525004,225.065094,5862534
2009-01-14,256.541666666667,270.766662666667,253.550003,262.858337333333,225.350886,4485688
2009-01-15,257.933334333333,269.599996,252.425003,262.508341333333,225.050837333333,4415039.33333333
2009-01-16,259.450002,266.599996,252.141667666667,258.733337333333,221.814483666667,3820084
2009-01-19,257.766672666667,259.983337333333,245.358332333333,252.366668666667,216.356252,3971662.66666667
2009-01-20,253.550008,257.466669666667,243.966664666667,250.033335333333,214.355870666667,3548941.33333333
2009-01-21,250.600006,254.466669666667,243.716664666667,248.25,212.826991,2528905.33333333
2009-01-22,246.783335333333,252.158330333333,243.024999,247.558334333333,212.234009,2192198.66666667
2009-01-23,246.016667666667,250.658330333333,241.908330333333,245.841664666667,210.762288333333,1924869.33333333
2009-01-27,245.350001,252.991663666667,242.241663666667,246.975001,211.733907,2187218.66666667
2009-01-28,242.050003,253.983332333333,240.916666666667,248.783335333333,214.166483666667,2177428.66666667
2009-01-29,245.708333333333,257.166666666667,243.050003,253.425003,219.039469666667,3341731.33333333
2009-01-30,248.708333333333,257.166666666667,244.933334333333,255.508336333333,221.715037,3918992.66666667
2009-02-02,254.308329333333,256.966664666667,246.924998,252.816665666667,219.379353666667,3659875.33333333
2009-02-03,251.133331333333,255.599996,246.408330333333,250.458333333333,217.332936333333,2625129.33333333
2009-02-04,250.799998,255.25,245.524999,248.299998,215.460032,1588001.33333333
2009-02-05,249.333333333333,254.216669666667,244.041666666667,246.899999,214.245198333333,1772477.33333333
2009-02-06,248.833333333333,253.900004,243.041666666667,247.391662666667,214.671824,2277782
2009-02-09,248.333333333333,255.691670666667,243.649999,250.116663666667,217.036422666667,2629526.66666667
2009-02-10,251.166666666667,259.925003,249.108332333333,257.066660666667,223.06722,3037730.66666667
2009-02-11,255.833333333333,262.441670666667,253.274999,259.058329333333,224.795471,2648121.33333333
2009-02-12,257.833333333333,261.116668666667,254.516667666667,258.208328333333,224.057881333333,2356312.66666667
2009-02-13,256.666666666667,259.783335333333,253.850001,255.975001,222.119928666667,1767385.33333333
2009-02-16,254.933334333333,258.441670666667,251.516667666667,253.641667666667,220.09523,1433929.33333333
2009-02-17,252.266667666667,255.791666666667,247.5,249.533335333333,216.530268333333,1451598.66666667
2009-02-18,247.491668666667,250.941665666667,242.5,244.458333333333,212.126495333333,1346966
2009-02-19,243.225001,247.249995,239.333333333333,242.583333333333,210.499465666667,1509478.66666667
2009-02-20,241.641667666667,245.199997,236.716664666667,240.716664666667,208.879684333333,1812978.66666667
2009-02-24,240.799998,242.766662666667,233.966664666667,238.741663666667,207.165878333333,2123998.66666667
2009-02-25,238.799998,241.433329333333,232.466664666667,237.283330333333,205.900431333333,2464141.33333333
2009-02-26,237.883331333333,241.949997,234.583333333333,238.641667666667,207.079121666667,3136958
2009-02-27,238.833333333333,244.066665666667,233.708333333333,241.008336333333,209.132786666667,3512727.33333333
2009-03-02,239.516667666667,243.600001,231.174998,237.525004,206.110148,3257896.66666667
2009-03-03,234.683334333333,239.5,224.899999,231.525004,200.903696666667,2383331.33333333
2009-03-04,229.016667666667,235.408335333333,223.391667666667,227.766667666667,197.642451,1801356.66666667
2009-03-05,227.491668666667,233.558334333333,223.925003,228.325002,198.126932666667,1850615.33333333
2009-03-06,228.825002,236.700002,226.975001,234.241668666667,203.261077666667,2224733.33333333
2009-03-09,232.675003,239.291666666667,229.108332333333,234.650004,203.615407333333,2437547.33333333
2009-03-12,232.033335333333,241.641667666667,229.625,237.016667666667,205.669067333333,3159707.33333333
2009-03-13,234.258336333333,245.833333333333,232.241668666667,241.208333333333,209.306335666667,3892056.66666667
2009-03-16,240.741668666667,252.966664666667,239.475001,250.674998,217.52092,3915008.66666667
2009-03-17,249.725001,258.466664666667,244.799998,254.033330333333,220.435084333333,3636461.33333333
2009-03-18,254.166666666667,259.216664666667,249.241663666667,253.749995,220.189219333333,3005478
2009-03-19,253.416666666667,258.416666666667,249.108332333333,252.941665666667,219.487823666667,3457092.66666667
2009-03-20,255.733337333333,260.233337333333,251.183334333333,254.983332333333,221.259460666667,2989294
2009-03-23,259.816670666667,262.75,253.016667666667,257.400004,223.356486333333,2684879.33333333
2009-03-24,262.600006,265.166666666667,254.783335333333,258.516672666667,224.325449666667,2568039.33333333
