Date,Open,High,Low,Close,Adj Close,Volume
2009-01-06,287.583333333333,294.583333333333,283.279002,289.420664666667,181.396972666667,1281756
2009-01-07,292.291666666667,297.416666666667,286.274668666667,294.099996,184.329793333333,2155621.33333333
2009-01-09,295.799998,304.083333333333,286.862335333333,295.820994,185.408447333333,2508593.33333333
2009-01-12,297.383331333333,305.333333333333,286.083333333333,294.899994,184.831197333333,2789413.33333333
2009-01-13,294.299998,308.75,282.25,298.491658666667,187.082306,2895522.66666667
2009-01-14,298.708333333333,312.808329333333,289.008331333333,307.637329333333,192.814427666667,3297634.66666667
2009-01-15,305.291666666667,319.391662666667,295.516662666667,315.591664666667,197.799865666667,3606100
2009-01-16,314.916666666667,322.191660666667,306.983327333333,318.762339333333,199.787104333333,2350636
2009-01-19,318.25,319.383331333333,307.641662666667,314.987670666667,197.421315666667,1455196
2009-01-20,314.166666666667,317.466664666667,308.883331333333,314.766672666667,197.282801333333,748548
2009-01-21,311.200002,315.724996,307,311.012664666667,194.929947,593806.666666667
2009-01-22,306.466664666667,312.299998,304.104004,308.512664666667,193.363052333333,663740
2009-01-23,306.429331333333,310.554331333333,300.874674666667,304.724996,190.989105333333,1185265.33333333
2009-01-27,304.724996,311.162668666667,299.870341333333,307.108337333333,192.48289,1363298.66666667
2009-01-28,307.125,315.929331333333,303.933004,311.745666666667,195.389369,1295526.66666667
2009-01-29,312.995666666667,322.899994,312.037333333333,320.554331333333,200.910283666667,1178340
2009-01-30,321,327.233327333333,318.791666666667,325.029327333333,203.715006666667,1137890.66666667
2009-02-02,324.416666666667,327.391662666667,320.046,324.496002,203.380742333333,1477325.33333333
2009-02-03,323.083333333333,325.833333333333,317.837666666667,322.225006,201.957361666667,1050518.66666667
2009-02-04,321.616668666667,325.437337333333,317.337666666667,320.345672666667,200.779505333333,870129.333333333
2009-02-05,320.700002,324.854004,314.924998,318.779002,199.797577,660793.333333333
2009-02-06,318.700002,324.354004,313.674998,319.178996,200.048284,765762.666666667
2009-02-09,319.75,325,314.508331333333,321.420664666667,201.453267333333,981224
2009-02-10,322.5,327.829,319.058329333333,325.366333333333,203.926239,1007408
2009-02-11,325.833333333333,328.745666666667,321.529327333333,326.645670666667,204.728083333333,984070.666666667
2009-02-12,323.833333333333,327.487335333333,318.445994,322.354004,202.038238666667,902637.333333333
2009-02-13,319.333333333333,323.325002,314.570994,317.966664666667,199.288442,726658.666666667
2009-02-16,315.583333333333,319.625,309.437662666667,311.216664666667,195.057810666667,828445.333333333
2009-02-17,309.75,312.787333333333,302.504333333333,304.491994,190.843048333333,864561.333333333
2009-02-18,302.166666666667,305.662333333333,295.404337333333,298.162994,186.876307333333,1229586.66666667
